beta,load_comb,d,f_cck,chi1,chi2,rho,weight
4.20058552424085,snow_wind,450,40,0.7,0.6,0.005,0.0197
4.20067880850947,snow_wind,600,40,0.7,0.6,0.005,0.0197
4.20072200620944,snow_wind,750,40,0.7,0.6,0.005,0.0197
4.17956370671507,snow_wind,150,60,0.7,0.6,0.005,0.0197
4.18096113317434,snow_wind,300,60,0.7,0.6,0.005,0.0197
4.18122149330207,snow_wind,450,60,0.7,0.6,0.005,0.0197
4.18131273516741,snow_wind,600,60,0.7,0.6,0.005,0.0197
4.18135498742356,snow_wind,750,60,0.7,0.6,0.005,0.0197
4.18097693940171,snow_wind,150,80,0.7,0.6,0.005,0.0197
4.18238392695479,snow_wind,300,80,0.7,0.6,0.005,0.0197
4.1826460537283,snow_wind,450,80,0.7,0.6,0.005,0.0197
4.18273791237997,snow_wind,600,80,0.7,0.6,0.005,0.0197
4.18278044984987,snow_wind,750,80,0.7,0.6,0.005,0.0197
3.91344970399169,snow_wind,150,20,0.8,0.6,0.005,0
3.91456697622112,snow_wind,300,20,0.8,0.6,0.005,0
3.91477485357609,snow_wind,450,20,0.8,0.6,0.005,0
3.91484768283083,snow_wind,600,20,0.8,0.6,0.005,0
3.91488140505003,snow_wind,750,20,0.8,0.6,0.005,0
3.91344970399179,snow_wind,150,40,0.8,0.6,0.005,0
3.91456697622114,snow_wind,300,40,0.8,0.6,0.005,0
3.91477485357608,snow_wind,450,40,0.8,0.6,0.005,0
3.9148476828309,snow_wind,600,40,0.8,0.6,0.005,0
3.9148814050501,snow_wind,750,40,0.8,0.6,0.005,0
3.89521882573573,snow_wind,150,60,0.8,0.6,0.005,0
3.89637959690761,snow_wind,300,60,0.8,0.6,0.005,0
3.8965827985777,snow_wind,450,60,0.8,0.6,0.005,0
3.89665399287497,snow_wind,600,60,0.8,0.6,0.005,0
3.89668695861287,snow_wind,750,60,0.8,0.6,0.005,0
3.89657567452337,snow_wind,150,80,0.8,0.6,0.005,0
3.89770442470192,snow_wind,300,80,0.8,0.6,0.005,0
3.89790905946837,snow_wind,450,80,0.8,0.6,0.005,0
3.89798075497157,snow_wind,600,80,0.8,0.6,0.005,0
3.89801395262968,snow_wind,750,80,0.8,0.6,0.005,0
3.65417552047081,snow_wind,150,20,0.9,0.6,0.005,0
3.65507281313006,snow_wind,300,20,0.9,0.6,0.005,0
3.65523951937704,snow_wind,450,20,0.9,0.6,0.005,0
3.65529790651925,snow_wind,600,20,0.9,0.6,0.005,0
3.65532493843399,snow_wind,750,20,0.9,0.6,0.005,0
3.6541755204708,snow_wind,150,40,0.9,0.6,0.005,0
3.65507281313007,snow_wind,300,40,0.9,0.6,0.005,0
3.65523951937701,snow_wind,450,40,0.9,0.6,0.005,0
3.65529790651925,snow_wind,600,40,0.9,0.6,0.005,0
3.65532493843404,snow_wind,750,40,0.9,0.6,0.005,0
3.63708371774937,snow_wind,150,60,0.9,0.6,0.005,0
3.63796846339223,snow_wind,300,60,0.9,0.6,0.005,0
3.63813283114456,snow_wind,450,60,0.9,0.6,0.005,0
3.63819039852968,snow_wind,600,60,0.9,0.6,0.005,0
3.63821705079495,snow_wind,750,60,0.9,0.6,0.005,0
3.6383268678785,snow_wind,150,80,0.9,0.6,0.005,0
3.63921714440689,snow_wind,300,80,0.9,0.6,0.005,0
3.63938252830832,snow_wind,450,80,0.9,0.6,0.005,0
3.63944045129117,snow_wind,600,80,0.9,0.6,0.005,0
3.63946726805267,snow_wind,750,80,0.9,0.6,0.005,0
4.14833480136173,snow_wind,150,20,0.1,0.7,0.005,0
4.1495319592612,snow_wind,300,20,0.1,0.7,0.005,0
4.14975153614645,snow_wind,450,20,0.1,0.7,0.005,0
4.14982848865022,snow_wind,600,20,0.1,0.7,0.005,0
4.14986412429173,snow_wind,750,20,0.1,0.7,0.005,0
4.14833480136175,snow_wind,150,40,0.1,0.7,0.005,0
4.14953195926124,snow_wind,300,40,0.1,0.7,0.005,0
4.14975153614657,snow_wind,450,40,0.1,0.7,0.005,0
4.14982848865069,snow_wind,600,40,0.1,0.7,0.005,0
4.1498641242921,snow_wind,750,40,0.1,0.7,0.005,0
4.13016930539033,snow_wind,150,60,0.1,0.7,0.005,0
4.13136804030445,snow_wind,300,60,0.1,0.7,0.005,0
4.13159150737211,snow_wind,450,60,0.1,0.7,0.005,0
4.13166981273031,snow_wind,600,60,0.1,0.7,0.005,0
4.13170607302959,snow_wind,750,60,0.1,0.7,0.005,0
4.13150785583189,snow_wind,150,80,0.1,0.7,0.005,0
4.13270515657258,snow_wind,300,80,0.1,0.7,0.005,0
4.13292848814118,snow_wind,450,80,0.1,0.7,0.005,0
4.13300674563142,snow_wind,600,80,0.1,0.7,0.005,0
4.13304298369698,snow_wind,750,80,0.1,0.7,0.005,0
4.20560386426271,snow_wind,150,20,0.2,0.7,0.005,0.0197
4.20683587585847,snow_wind,300,20,0.2,0.7,0.005,0.0197
4.20706566870888,snow_wind,450,20,0.2,0.7,0.005,0.0197
4.20714621735394,snow_wind,600,20,0.2,0.7,0.005,0.0197
4.20718352113133,snow_wind,750,20,0.2,0.7,0.005,0.0197
4.20560386426257,snow_wind,150,40,0.2,0.7,0.005,0.0197
4.20683587585857,snow_wind,300,40,0.2,0.7,0.005,0.0197
4.20706566870872,snow_wind,450,40,0.2,0.7,0.005,0.0197
4.20714621735366,snow_wind,600,40,0.2,0.7,0.005,0.0197
4.2071835211314,snow_wind,750,40,0.2,0.7,0.005,0.0197
4.18752304422737,snow_wind,150,60,0.2,0.7,0.005,0.0197
4.18877224452056,snow_wind,300,60,0.2,0.7,0.005,0.0197
4.18899802362219,snow_wind,450,60,0.2,0.7,0.005,0.0197
4.18907508583498,snow_wind,600,60,0.2,0.7,0.005,0.0197
4.18911077521614,snow_wind,750,60,0.2,0.7,0.005,0.0197
4.18886465152361,snow_wind,150,80,0.2,0.7,0.005,0.0197
4.19009796439452,snow_wind,300,80,0.2,0.7,0.005,0.0197
4.19031954429368,snow_wind,450,80,0.2,0.7,0.005,0.0197
4.1903972151266,snow_wind,600,80,0.2,0.7,0.005,0.0197
4.19043318631794,snow_wind,750,80,0.2,0.7,0.005,0.0197
4.27621097416164,snow_wind,150,20,0.3,0.7,0.005,0.0715
4.27747478851054,snow_wind,300,20,0.3,0.7,0.005,0.0715
4.27771052397939,snow_wind,450,20,0.3,0.7,0.005,0.0715
4.27779315631222,snow_wind,600,20,0.3,0.7,0.005,0.0715
4.27783142519518,snow_wind,750,20,0.3,0.7,0.005,0.0715
4.27621097416164,snow_wind,150,40,0.3,0.7,0.005,0.0715
4.27747478851027,snow_wind,300,40,0.3,0.7,0.005,0.0715
4.2777105239795,snow_wind,450,40,0.3,0.7,0.005,0.0715
4.27779315631206,snow_wind,600,40,0.3,0.7,0.005,0.0715
4.27783142519523,snow_wind,750,40,0.3,0.7,0.005,0.0715
4.25815240051121,snow_wind,150,60,0.3,0.7,0.005,0.0715
4.25941339388739,snow_wind,300,60,0.3,0.7,0.005,0.0715
4.25963895155462,snow_wind,450,60,0.3,0.7,0.005,0.0715
4.25971810109411,snow_wind,600,60,0.3,0.7,0.005,0.0715
4.25975475771234,snow_wind,750,60,0.3,0.7,0.005,0.0715
4.25949611967267,snow_wind,150,80,0.3,0.7,0.005,0.0715
4.26073629166676,snow_wind,300,80,0.3,0.7,0.005,0.0715
4.26096367752259,snow_wind,450,80,0.3,0.7,0.005,0.0715
4.2610433969737,snow_wind,600,80,0.3,0.7,0.005,0.0715
4.26108031927077,snow_wind,750,80,0.3,0.7,0.005,0.0715
4.36566647798754,snow_wind,150,20,0.4,0.7,0.005,0.0769
4.36693393495677,snow_wind,300,20,0.4,0.7,0.005,0.0769
4.3671706600047,snow_wind,450,20,0.4,0.7,0.005,0.0769
4.3672536547972,snow_wind,600,20,0.4,0.7,0.005,0.0769
4.36729209426043,snow_wind,750,20,0.4,0.7,0.005,0.0769
4.36566647798743,snow_wind,150,40,0.4,0.7,0.005,0.0769
4.36693393495715,snow_wind,300,40,0.4,0.7,0.005,0.0769
4.36717066000458,snow_wind,450,40,0.4,0.7,0.005,0.0769
4.3672536547973,snow_wind,600,40,0.4,0.7,0.005,0.0769
4.3672920942605,snow_wind,750,40,0.4,0.7,0.005,0.0769
4.34759122987482,snow_wind,150,60,0.4,0.7,0.005,0.0769
4.34886857859996,snow_wind,300,60,0.4,0.7,0.005,0.0769
4.34910829115725,snow_wind,450,60,0.4,0.7,0.005,0.0769
4.34919233178221,snow_wind,600,60,0.4,0.7,0.005,0.0769
4.34923125539259,snow_wind,750,60,0.4,0.7,0.005,0.0769
4.34891506489823,snow_wind,150,80,0.4,0.7,0.005,0.0769
4.35021010751213,snow_wind,300,80,0.4,0.7,0.005,0.0769
4.35045184709001,snow_wind,450,80,0.4,0.7,0.005,0.0769
4.35053659732111,snow_wind,600,80,0.4,0.7,0.005,0.0769
4.35057584946511,snow_wind,750,80,0.4,0.7,0.005,0.0769
4.48259921060987,snow_wind,150,20,0.5,0.7,0.005,0.0592
4.48393864945214,snow_wind,300,20,0.5,0.7,0.005,0.0592
4.48417907156409,snow_wind,450,20,0.5,0.7,0.005,0.0592
4.48426338439059,snow_wind,600,20,0.5,0.7,0.005,0.0592
4.48430243820604,snow_wind,750,20,0.5,0.7,0.005,0.0592
4.48259921060973,snow_wind,150,40,0.5,0.7,0.005,0.0592
4.48393864945188,snow_wind,300,40,0.5,0.7,0.005,0.0592
4.48417907156479,snow_wind,450,40,0.5,0.7,0.005,0.0592
4.48426338439117,snow_wind,600,40,0.5,0.7,0.005,0.0592
4.4843024382062,snow_wind,750,40,0.5,0.7,0.005,0.0592
4.46452797319161,snow_wind,150,60,0.5,0.7,0.005,0.0592
4.46587661476216,snow_wind,300,60,0.5,0.7,0.005,0.0592
4.46611596009622,snow_wind,450,60,0.5,0.7,0.005,0.0592
4.46619990031369,snow_wind,600,60,0.5,0.7,0.005,0.0592
4.46623878241672,snow_wind,750,60,0.5,0.7,0.005,0.0592
4.46587212055181,snow_wind,150,80,0.5,0.7,0.005,0.0592
4.46719829935565,snow_wind,300,80,0.5,0.7,0.005,0.0592
4.46744001569746,snow_wind,450,80,0.5,0.7,0.005,0.0592
4.46752481442141,snow_wind,600,80,0.5,0.7,0.005,0.0592
4.46756409118847,snow_wind,750,80,0.5,0.7,0.005,0.0592
4.64189798400728,snow_wind,150,20,0.6,0.7,0.005,0.0197
4.64330444362683,snow_wind,300,20,0.6,0.7,0.005,0.0197
4.64356754602709,snow_wind,450,20,0.6,0.7,0.005,0.0197
4.6436598290045,snow_wind,600,20,0.6,0.7,0.005,0.0197
4.64370257752164,snow_wind,750,20,0.6,0.7,0.005,0.0197
4.64189798400788,snow_wind,150,40,0.6,0.7,0.005,0.0197
4.64330444362694,snow_wind,300,40,0.6,0.7,0.005,0.0197
4.64356754602707,snow_wind,450,40,0.6,0.7,0.005,0.0197
4.64365982900472,snow_wind,600,40,0.6,0.7,0.005,0.0197
4.64370257752185,snow_wind,750,40,0.6,0.7,0.005,0.0197
4.62378666103557,snow_wind,150,60,0.6,0.7,0.005,0.0197
4.62517048420419,snow_wind,300,60,0.6,0.7,0.005,0.0197
4.62543300544698,snow_wind,450,60,0.6,0.7,0.005,0.0197
4.62555364136,snow_wind,600,60,0.6,0.7,0.005,0.0197
4.6255708600625,snow_wind,750,60,0.6,0.7,0.005,0.0197
4.62510542089127,snow_wind,150,80,0.6,0.7,0.005,0.0197
4.62651974401808,snow_wind,300,80,0.6,0.7,0.005,0.0197
4.62680846008677,snow_wind,450,80,0.6,0.7,0.005,0.0197
4.6268898427645,snow_wind,600,80,0.6,0.7,0.005,0.0197
4.62694249827754,snow_wind,750,80,0.6,0.7,0.005,0.0197
4.8696287884783,snow_wind,150,20,0.7,0.7,0.005,0.0059
4.87119585530756,snow_wind,300,20,0.7,0.7,0.005,0.0059
4.87147487978998,snow_wind,450,20,0.7,0.7,0.005,0.0059
4.87157286217267,snow_wind,600,20,0.7,0.7,0.005,0.0059
4.87161826850319,snow_wind,750,20,0.7,0.7,0.005,0.0059
4.86962878847858,snow_wind,150,40,0.7,0.7,0.005,0.0059
4.87119585530579,snow_wind,300,40,0.7,0.7,0.005,0.0059
4.87147487979189,snow_wind,450,40,0.7,0.7,0.005,0.0059
4.87157286217433,snow_wind,600,40,0.7,0.7,0.005,0.0059
4.87161826850417,snow_wind,750,40,0.7,0.7,0.005,0.0059
4.85123085605924,snow_wind,150,60,0.7,0.7,0.005,0.0059
4.85278418998092,snow_wind,300,60,0.7,0.7,0.005,0.0059
4.85307625432305,snow_wind,450,60,0.7,0.7,0.005,0.0059
4.85317873897166,snow_wind,600,60,0.7,0.7,0.005,0.0059
4.85322622748941,snow_wind,750,60,0.7,0.7,0.005,0.0059
4.85258760342358,snow_wind,150,80,0.7,0.7,0.005,0.0059
4.85415937952888,snow_wind,300,80,0.7,0.7,0.005,0.0059
4.85445460997007,snow_wind,450,80,0.7,0.7,0.005,0.0059
4.85455640308476,snow_wind,600,80,0.7,0.7,0.005,0.0059
4.85460143594434,snow_wind,750,80,0.7,0.7,0.005,0.0059
4.07207103383341,snow_wind,150,20,0.8,0.7,0.005,0
4.07330145205446,snow_wind,300,20,0.8,0.7,0.005,0
4.0735429932609,snow_wind,450,20,0.8,0.7,0.005,0
4.07362071484778,snow_wind,600,20,0.8,0.7,0.005,0
4.07365670314422,snow_wind,750,20,0.8,0.7,0.005,0
4.07207071018246,snow_wind,150,40,0.8,0.7,0.005,0
4.07330145205452,snow_wind,300,40,0.8,0.7,0.005,0
4.07354299326104,snow_wind,450,40,0.8,0.7,0.005,0
4.07362071484788,snow_wind,600,40,0.8,0.7,0.005,0
4.07365670314422,snow_wind,750,40,0.8,0.7,0.005,0
4.05360061796867,snow_wind,150,60,0.8,0.7,0.005,0
4.05486223522198,snow_wind,300,60,0.8,0.7,0.005,0
4.0550925247114,snow_wind,450,60,0.8,0.7,0.005,0
4.05516953986524,snow_wind,600,60,0.8,0.7,0.005,0
4.05520520185118,snow_wind,750,60,0.8,0.7,0.005,0
4.05497420196786,snow_wind,150,80,0.8,0.7,0.005,0
4.05621582272884,snow_wind,300,80,0.8,0.7,0.005,0
4.0564371506207,snow_wind,450,80,0.8,0.7,0.005,0
4.05651469903491,snow_wind,600,80,0.8,0.7,0.005,0
4.05655060770162,snow_wind,750,80,0.8,0.7,0.005,0
3.73597149256681,snow_wind,150,20,0.9,0.7,0.005,0
3.73694053340564,snow_wind,300,20,0.9,0.7,0.005,0
3.73711141177966,snow_wind,450,20,0.9,0.7,0.005,0
3.73717131308538,snow_wind,600,20,0.9,0.7,0.005,0
3.73719904649335,snow_wind,750,20,0.9,0.7,0.005,0
3.73597149256678,snow_wind,150,40,0.9,0.7,0.005,0
3.73694053340565,snow_wind,300,40,0.9,0.7,0.005,0
3.73711141177969,snow_wind,450,40,0.9,0.7,0.005,0
3.73717131308542,snow_wind,600,40,0.9,0.7,0.005,0
3.7371990464934,snow_wind,750,40,0.9,0.7,0.005,0
3.71870101549989,snow_wind,150,60,0.9,0.7,0.005,0
3.71966845471434,snow_wind,300,60,0.9,0.7,0.005,0
3.71984808398034,snow_wind,450,60,0.9,0.7,0.005,0
3.71991099458726,snow_wind,600,60,0.9,0.7,0.005,0
3.71994012029552,snow_wind,750,60,0.9,0.7,0.005,0
3.71997846658281,snow_wind,150,80,0.9,0.7,0.005,0
3.7209518091185,snow_wind,300,80,0.9,0.7,0.005,0
3.72113268925767,snow_wind,450,80,0.9,0.7,0.005,0
3.72119604385274,snow_wind,600,80,0.9,0.7,0.005,0
3.72122537614737,snow_wind,750,80,0.9,0.7,0.005,0
4.02629139785596,snow_wind,150,20,0.1,0.8,0.005,0
4.02732671412496,snow_wind,300,20,0.1,0.8,0.005,0
4.02751954281361,snow_wind,450,20,0.1,0.8,0.005,0
4.02758711433789,snow_wind,600,20,0.1,0.8,0.005,0
4.02761840460485,snow_wind,750,20,0.1,0.8,0.005,0
4.02629139785593,snow_wind,150,40,0.1,0.8,0.005,0
4.02732671412494,snow_wind,300,40,0.1,0.8,0.005,0
4.0275195428135,snow_wind,450,40,0.1,0.8,0.005,0
4.02758711433791,snow_wind,600,40,0.1,0.8,0.005,0
4.02761840460473,snow_wind,750,40,0.1,0.8,0.005,0
4.00917076606267,snow_wind,150,60,0.1,0.8,0.005,0
4.01020629438994,snow_wind,300,60,0.1,0.8,0.005,0
4.01039160820168,snow_wind,450,60,0.1,0.8,0.005,0
4.01045654876634,snow_wind,600,60,0.1,0.8,0.005,0
4.01048662114506,snow_wind,750,60,0.1,0.8,0.005,0
4.01044460335141,snow_wind,150,80,0.1,0.8,0.005,0
4.01145722948622,snow_wind,300,80,0.1,0.8,0.005,0
4.01164397112052,snow_wind,450,80,0.1,0.8,0.005,0
4.01170941056314,snow_wind,600,80,0.1,0.8,0.005,0
4.01173971369993,snow_wind,750,80,0.1,0.8,0.005,0
4.06241739554566,snow_wind,150,20,0.2,0.8,0.005,0
4.0634463770175,snow_wind,300,20,0.2,0.8,0.005,0
4.0636380831772,snow_wind,450,20,0.2,0.8,0.005,0
4.06370526547033,snow_wind,600,20,0.2,0.8,0.005,0
4.06373637621699,snow_wind,750,20,0.2,0.8,0.005,0
4.06241739554566,snow_wind,150,40,0.2,0.8,0.005,0
4.06344637701734,snow_wind,300,40,0.2,0.8,0.005,0
4.06363808317732,snow_wind,450,40,0.2,0.8,0.005,0
4.06370526547047,snow_wind,600,40,0.2,0.8,0.005,0
4.06373637621691,snow_wind,750,40,0.2,0.8,0.005,0
4.04527359415043,snow_wind,150,60,0.2,0.8,0.005,0
4.04632224222697,snow_wind,300,60,0.2,0.8,0.005,0
4.04651754368687,snow_wind,450,60,0.2,0.8,0.005,0
4.04658598095284,snow_wind,600,60,0.2,0.8,0.005,0
4.04661767198108,snow_wind,750,60,0.2,0.8,0.005,0
4.04653779453346,snow_wind,150,80,0.2,0.8,0.005,0
4.04759412687502,snow_wind,300,80,0.2,0.8,0.005,0
4.04779084106858,snow_wind,450,80,0.2,0.8,0.005,0
4.04785977182774,snow_wind,600,80,0.2,0.8,0.005,0
4.04789169110393,snow_wind,750,80,0.2,0.8,0.005,0
4.10766318113551,snow_wind,150,20,0.3,0.8,0.005,0
4.10873427626766,snow_wind,300,20,0.3,0.8,0.005,0
4.10892440418985,snow_wind,450,20,0.3,0.8,0.005,0
4.10899104356402,snow_wind,600,20,0.3,0.8,0.005,0
4.10902190467163,snow_wind,750,20,0.3,0.8,0.005,0
4.1076631811355,snow_wind,150,40,0.3,0.8,0.005,0
4.10873427626742,snow_wind,300,40,0.3,0.8,0.005,0
4.10892440418989,snow_wind,450,40,0.3,0.8,0.005,0
4.10899104356419,snow_wind,600,40,0.3,0.8,0.005,0
4.10902190467149,snow_wind,750,40,0.3,0.8,0.005,0
4.09054822815932,snow_wind,150,60,0.3,0.8,0.005,0
4.09158744120027,snow_wind,300,60,0.3,0.8,0.005,0
4.09178113843331,snow_wind,450,60,0.3,0.8,0.005,0
4.09184902456657,snow_wind,600,60,0.3,0.8,0.005,0
4.09188046230936,snow_wind,750,60,0.3,0.8,0.005,0
4.09179982082483,snow_wind,150,80,0.3,0.8,0.005,0
4.09284725696571,snow_wind,300,80,0.3,0.8,0.005,0
4.09304245658085,snow_wind,450,80,0.3,0.8,0.005,0
4.09311086699214,snow_wind,600,80,0.3,0.8,0.005,0
4.09314254703323,snow_wind,750,80,0.3,0.8,0.005,0
4.16606612429119,snow_wind,150,20,0.4,0.8,0.005,0
4.16714531671867,snow_wind,300,20,0.4,0.8,0.005,0
4.16734645290833,snow_wind,450,20,0.4,0.8,0.005,0
4.16741694284076,snow_wind,600,20,0.4,0.8,0.005,0
4.16744958545638,snow_wind,750,20,0.4,0.8,0.005,0
4.16606612429085,snow_wind,150,40,0.4,0.8,0.005,0
4.16714531671888,snow_wind,300,40,0.4,0.8,0.005,0
4.16734645290825,snow_wind,450,40,0.4,0.8,0.005,0
4.16741694284083,snow_wind,600,40,0.4,0.8,0.005,0
4.1674495854564,snow_wind,750,40,0.4,0.8,0.005,0
4.14890246887052,snow_wind,150,60,0.4,0.8,0.005,0
4.14999685496805,snow_wind,300,60,0.4,0.8,0.005,0
4.15020082023946,snow_wind,450,60,0.4,0.8,0.005,0
4.15027230368103,snow_wind,600,60,0.4,0.8,0.005,0
4.15030540706333,snow_wind,750,60,0.4,0.8,0.005,0
4.150165437854,snow_wind,150,80,0.4,0.8,0.005,0
4.15125917091941,snow_wind,300,80,0.4,0.8,0.005,0
4.15146301017376,snow_wind,450,80,0.4,0.8,0.005,0
4.15153444909907,snow_wind,600,80,0.4,0.8,0.005,0
4.15156753180445,snow_wind,750,80,0.4,0.8,0.005,0
4.24472829481467,snow_wind,150,20,0.5,0.8,0.005,0
4.24585059767685,snow_wind,300,20,0.5,0.8,0.005,0
4.24605971269842,snow_wind,450,20,0.5,0.8,0.005,0
4.24613299778493,snow_wind,600,20,0.5,0.8,0.005,0
4.24616693496369,snow_wind,750,20,0.5,0.8,0.005,0
4.24472829481459,snow_wind,150,40,0.5,0.8,0.005,0
4.24585059767658,snow_wind,300,40,0.5,0.8,0.005,0
4.24605971269851,snow_wind,450,40,0.5,0.8,0.005,0
4.24613299778479,snow_wind,600,40,0.5,0.8,0.005,0
4.24616693496372,snow_wind,750,40,0.5,0.8,0.005,0
4.22755183932023,snow_wind,150,60,0.5,0.8,0.005,0
4.22865215743128,snow_wind,300,60,0.5,0.8,0.005,0
4.22885258064112,snow_wind,450,60,0.5,0.8,0.005,0
4.22892283118532,snow_wind,600,60,0.5,0.8,0.005,0
4.22895536513885,snow_wind,750,60,0.5,0.8,0.005,0
4.2288280427114,snow_wind,150,80,0.5,0.8,0.005,0
4.22991146979561,snow_wind,300,80,0.5,0.8,0.005,0
4.23011347753064,snow_wind,450,80,0.5,0.8,0.005,0
4.23018428180217,snow_wind,600,80,0.5,0.8,0.005,0
4.23021707190134,snow_wind,750,80,0.5,0.8,0.005,0
4.35543469970331,snow_wind,150,20,0.6,0.8,0.005,0
4.35657002087642,snow_wind,300,20,0.6,0.8,0.005,0
4.35678180931849,snow_wind,450,20,0.6,0.8,0.005,0
4.35685604826009,snow_wind,600,20,0.6,0.8,0.005,0
4.35689043010651,snow_wind,750,20,0.6,0.8,0.005,0
4.35543469970333,snow_wind,150,40,0.6,0.8,0.005,0
4.35657002087621,snow_wind,300,40,0.6,0.8,0.005,0
4.35678180931884,snow_wind,450,40,0.6,0.8,0.005,0
4.35685604826015,snow_wind,600,40,0.6,0.8,0.005,0
4.35689043010624,snow_wind,750,40,0.6,0.8,0.005,0
4.33815200746968,snow_wind,150,60,0.6,0.8,0.005,0
4.33929956806465,snow_wind,300,60,0.6,0.8,0.005,0
4.33951479075095,snow_wind,450,60,0.6,0.8,0.005,0
4.33958770764282,snow_wind,600,60,0.6,0.8,0.005,0
4.33962147788803,snow_wind,750,60,0.6,0.8,0.005,0
4.33941996216257,snow_wind,150,80,0.6,0.8,0.005,0
4.34056880380717,snow_wind,300,80,0.6,0.8,0.005,0
4.34077865634642,snow_wind,450,80,0.6,0.8,0.005,0
4.3408522246244,snow_wind,600,80,0.6,0.8,0.005,0
4.34088629447533,snow_wind,750,80,0.6,0.8,0.005,0
4.52320737877661,snow_wind,150,20,0.7,0.8,0.005,0
4.52442177388569,snow_wind,300,20,0.7,0.8,0.005,0
4.52464509212935,snow_wind,450,20,0.7,0.8,0.005,0
4.52472338977374,snow_wind,600,20,0.7,0.8,0.005,0
4.52475965436285,snow_wind,750,20,0.7,0.8,0.005,0
4.52320737877616,snow_wind,150,40,0.7,0.8,0.005,0
4.52442177388618,snow_wind,300,40,0.7,0.8,0.005,0
4.52464509212989,snow_wind,450,40,0.7,0.8,0.005,0
4.52472338977389,snow_wind,600,40,0.7,0.8,0.005,0
4.5247596543633,snow_wind,750,40,0.7,0.8,0.005,0
4.50585918587207,snow_wind,150,60,0.7,0.8,0.005,0
4.50707125425928,snow_wind,300,60,0.7,0.8,0.005,0
4.5073243270258,snow_wind,450,60,0.7,0.8,0.005,0
4.50740555761426,snow_wind,600,60,0.7,0.8,0.005,0
4.50743056986237,snow_wind,750,60,0.7,0.8,0.005,0
4.50713951789826,snow_wind,150,80,0.7,0.8,0.005,0
4.50834618197434,snow_wind,300,80,0.7,0.8,0.005,0
4.50859443819184,snow_wind,450,80,0.7,0.8,0.005,0
4.50867904955041,snow_wind,600,80,0.7,0.8,0.005,0
4.50870011334312,snow_wind,750,80,0.7,0.8,0.005,0
4.80571297924126,snow_wind,150,20,0.8,0.8,0.005,0
4.80710846545751,snow_wind,300,20,0.8,0.8,0.005,0
4.80734123966866,snow_wind,450,20,0.8,0.8,0.005,0
4.80743258224238,snow_wind,600,20,0.8,0.8,0.005,0
4.80747490251526,snow_wind,750,20,0.8,0.8,0.005,0
4.80571297924127,snow_wind,150,40,0.8,0.8,0.005,0
4.80708093757045,snow_wind,300,40,0.8,0.8,0.005,0
4.80734123966838,snow_wind,450,40,0.8,0.8,0.005,0
4.80743258224257,snow_wind,600,40,0.8,0.8,0.005,0
4.80747490251368,snow_wind,750,40,0.8,0.8,0.005,0
4.78795015145365,snow_wind,150,60,0.8,0.8,0.005,0
4.78934065234232,snow_wind,300,60,0.8,0.8,0.005,0
4.78959641717525,snow_wind,450,60,0.8,0.8,0.005,0
4.78968616649194,snow_wind,600,60,0.8,0.8,0.005,0
4.7897277485173,snow_wind,750,60,0.8,0.8,0.005,0
4.78927023006884,snow_wind,150,80,0.8,0.8,0.005,0
4.79064922027717,snow_wind,300,80,0.8,0.8,0.005,0
4.79090777911301,snow_wind,450,80,0.8,0.8,0.005,0
4.79099850911839,snow_wind,600,80,0.8,0.8,0.005,0
4.79104054545765,snow_wind,750,80,0.8,0.8,0.005,0
3.89060648956735,snow_wind,150,20,0.9,0.8,0.005,0
3.89164254848239,snow_wind,300,20,0.9,0.8,0.005,0
3.89183514458885,snow_wind,450,20,0.9,0.8,0.005,0
3.89190260497624,snow_wind,600,20,0.9,0.8,0.005,0
3.89193383858658,snow_wind,750,20,0.9,0.8,0.005,0
3.89060648956734,snow_wind,150,40,0.9,0.8,0.005,0
3.89164254848235,snow_wind,300,40,0.9,0.8,0.005,0
3.89183514458886,snow_wind,450,40,0.9,0.8,0.005,0
3.8919026049763,snow_wind,600,40,0.9,0.8,0.005,0
3.89193383858658,snow_wind,750,40,0.9,0.8,0.005,0
3.87309814940816,snow_wind,150,60,0.9,0.8,0.005,0
3.87410716588969,snow_wind,300,60,0.9,0.8,0.005,0
3.87429480740028,snow_wind,450,60,0.9,0.8,0.005,0
3.87436054005173,snow_wind,600,60,0.9,0.8,0.005,0
3.87439097508402,snow_wind,750,60,0.9,0.8,0.005,0
3.87437191246763,snow_wind,150,80,0.9,0.8,0.005,0
3.87538816513312,snow_wind,300,80,0.9,0.8,0.005,0
3.87557715125261,snow_wind,450,80,0.9,0.8,0.005,0
3.8756433548459,snow_wind,600,80,0.9,0.8,0.005,0
3.87567400791437,snow_wind,750,80,0.9,0.8,0.005,0
3.92100027115283,snow_wind,150,20,0.1,0.9,0.005,0
3.92188737199356,snow_wind,300,20,0.1,0.9,0.005,0
3.92205354353667,snow_wind,450,20,0.1,0.9,0.005,0
3.92211181216984,snow_wind,600,20,0.1,0.9,0.005,0
3.92213879922305,snow_wind,750,20,0.1,0.9,0.005,0
3.92100027115311,snow_wind,150,40,0.1,0.9,0.005,0
3.92188737199395,snow_wind,300,40,0.1,0.9,0.005,0
3.92205354353664,snow_wind,450,40,0.1,0.9,0.005,0
3.92211181216962,snow_wind,600,40,0.1,0.9,0.005,0
3.92213879922291,snow_wind,750,40,0.1,0.9,0.005,0
3.90429286592273,snow_wind,150,60,0.1,0.9,0.005,0
