beta,load_comb,d,f_cck,chi1,chi2,rho,weight
4.74419835608674,traffic,300,40,0.7,0,0.005,0.0769
4.74419835608669,traffic,300,40,0.7,0,0.01,0.0769
4.74419835608671,traffic,300,40,0.7,0,0.015,0.0769
4.70023834552781,traffic,300,40,0.8,0,0.005,0
4.70023834552779,traffic,300,40,0.8,0,0.01,0
4.70023834552781,traffic,300,40,0.8,0,0.015,0
4.62964867833054,traffic,300,40,0.9,0,0.005,0
4.62964867833054,traffic,300,40,0.9,0,0.01,0
4.62964867833054,traffic,300,40,0.9,0,0.015,0
3.85847319077551,traffic,300,60,0.1,0,0.005,0
3.85847319077552,traffic,300,60,0.1,0,0.01,0
3.85847319077551,traffic,300,60,0.1,0,0.015,0
4.08702371721093,traffic,300,60,0.2,0,0.005,0.2564
4.08702371721093,traffic,300,60,0.2,0,0.01,0.2564
4.08702371721092,traffic,300,60,0.2,0,0.015,0.2564
4.30339000411389,traffic,300,60,0.3,0,0.005,0.9295
4.30339000411394,traffic,300,60,0.3,0,0.01,0.9295
4.30339000411378,traffic,300,60,0.3,0,0.015,0.9295
4.49218068604659,traffic,300,60,0.4,0,0.005,1
4.49218068604657,traffic,300,60,0.4,0,0.01,1
4.49218068604659,traffic,300,60,0.4,0,0.015,1
4.6330469541769,traffic,300,60,0.5,0,0.005,0.7692
4.63304695417689,traffic,300,60,0.5,0,0.01,0.7692
4.63304695417689,traffic,300,60,0.5,0,0.015,0.7692
4.70725495297683,traffic,300,60,0.6,0,0.005,0.2564
4.70725495297682,traffic,300,60,0.6,0,0.01,0.2564
4.70725495297682,traffic,300,60,0.6,0,0.015,0.2564
4.71320701240637,traffic,300,60,0.7,0,0.005,0.0769
4.71320701240638,traffic,300,60,0.7,0,0.01,0.0769
4.71320701240636,traffic,300,60,0.7,0,0.015,0.0769
4.67045015047292,traffic,300,60,0.8,0,0.005,0
4.67045015047291,traffic,300,60,0.8,0,0.01,0
4.67045015047291,traffic,300,60,0.8,0,0.015,0
4.60091662961823,traffic,300,60,0.9,0,0.005,0
4.6009166296182,traffic,300,60,0.9,0,0.01,0
4.60091662961825,traffic,300,60,0.9,0,0.015,0
3.86112231526251,traffic,300,80,0.1,0,0.005,0
3.86112231526252,traffic,300,80,0.1,0,0.01,0
3.86112231526251,traffic,300,80,0.1,0,0.015,0
4.08966099875424,traffic,300,80,0.2,0,0.005,0.2564
4.08966099875425,traffic,300,80,0.2,0,0.01,0.2564
4.08966099875427,traffic,300,80,0.2,0,0.015,0.2564
4.30600686204552,traffic,300,80,0.3,0,0.005,0.9295
4.30600686204551,traffic,300,80,0.3,0,0.01,0.9295
4.30600686204544,traffic,300,80,0.3,0,0.015,0.9295
4.4947654427277,traffic,300,80,0.4,0,0.005,1
4.49476544272769,traffic,300,80,0.4,0,0.01,1
4.49476544272768,traffic,300,80,0.4,0,0.015,1
4.63557989332689,traffic,300,80,0.5,0,0.005,0.7692
4.63557989332687,traffic,300,80,0.5,0,0.01,0.7692
4.63557989332691,traffic,300,80,0.5,0,0.015,0.7692
4.70970689941875,traffic,300,80,0.6,0,0.005,0.2564
4.70970689941877,traffic,300,80,0.6,0,0.01,0.2564
4.70970689941874,traffic,300,80,0.6,0,0.015,0.2564
4.71555668545638,traffic,300,80,0.7,0,0.005,0.0769
4.71555668545638,traffic,300,80,0.7,0,0.01,0.0769
4.71555668545636,traffic,300,80,0.7,0,0.015,0.0769
4.67269973822114,traffic,300,80,0.8,0,0.005,0
4.67269973822113,traffic,300,80,0.8,0,0.01,0
4.67269973822112,traffic,300,80,0.8,0,0.015,0
4.60307874217091,traffic,300,80,0.9,0,0.005,0
4.60307874217086,traffic,300,80,0.9,0,0.01,0
4.60307874217087,traffic,300,80,0.9,0,0.015,0
3.89466102952817,traffic,450,20,0.1,0,0.005,0
3.89466102952818,traffic,450,20,0.1,0,0.01,0
3.89466102952817,traffic,450,20,0.1,0,0.015,0
4.12302377435198,traffic,450,20,0.2,0,0.005,0.2564
4.12302377435199,traffic,450,20,0.2,0,0.01,0.2564
4.12302377435198,traffic,450,20,0.2,0,0.015,0.2564
4.33908843102714,traffic,450,20,0.3,0,0.005,0.9295
4.33908843102731,traffic,450,20,0.3,0,0.01,0.9295
4.3390884310271,traffic,450,20,0.3,0,0.015,0.9295
4.52742354229645,traffic,450,20,0.4,0,0.005,1
4.52742354229645,traffic,450,20,0.4,0,0.01,1
4.52742354229645,traffic,450,20,0.4,0,0.015,1
4.66754749215252,traffic,450,20,0.5,0,0.005,0.7692
4.66754749215252,traffic,450,20,0.5,0,0.01,0.7692
4.66754749215252,traffic,450,20,0.5,0,0.015,0.7692
4.74069176842357,traffic,450,20,0.6,0,0.005,0.2564
4.74069176842357,traffic,450,20,0.6,0,0.01,0.2564
4.74069176842357,traffic,450,20,0.6,0,0.015,0.2564
4.74527158469339,traffic,450,20,0.7,0,0.005,0.0769
4.74527158469339,traffic,450,20,0.7,0,0.01,0.0769
4.74526298182171,traffic,450,20,0.7,0,0.015,0.0769
4.70117457284691,traffic,450,20,0.8,0,0.005,0
4.70117457284692,traffic,450,20,0.8,0,0.01,0
4.70117457284692,traffic,450,20,0.8,0,0.015,0
4.63046984304662,traffic,450,20,0.9,0,0.005,0
4.63046984304661,traffic,450,20,0.9,0,0.01,0
4.63046984304661,traffic,450,20,0.9,0,0.015,0
3.89466102952818,traffic,450,40,0.1,0,0.005,0
3.89466102952817,traffic,450,40,0.1,0,0.01,0
3.89466102952819,traffic,450,40,0.1,0,0.015,0
4.12302377435197,traffic,450,40,0.2,0,0.005,0.2564
4.123023774352,traffic,450,40,0.2,0,0.01,0.2564
4.12302377435202,traffic,450,40,0.2,0,0.015,0.2564
4.33908843102719,traffic,450,40,0.3,0,0.005,0.9295
4.33908843102724,traffic,450,40,0.3,0,0.01,0.9295
4.33908843102711,traffic,450,40,0.3,0,0.015,0.9295
4.52742354229646,traffic,450,40,0.4,0,0.005,1
4.52742354229645,traffic,450,40,0.4,0,0.01,1
4.52742354229644,traffic,450,40,0.4,0,0.015,1
4.66754749215252,traffic,450,40,0.5,0,0.005,0.7692
4.66754749215253,traffic,450,40,0.5,0,0.01,0.7692
4.66754749215253,traffic,450,40,0.5,0,0.015,0.7692
4.7406917684236,traffic,450,40,0.6,0,0.005,0.2564
4.74069176842356,traffic,450,40,0.6,0,0.01,0.2564
4.74069176842358,traffic,450,40,0.6,0,0.015,0.2564
4.74527158469338,traffic,450,40,0.7,0,0.005,0.0769
4.74526298182171,traffic,450,40,0.7,0,0.01,0.0769
4.74526298182171,traffic,450,40,0.7,0,0.015,0.0769
4.70117457284692,traffic,450,40,0.8,0,0.005,0
4.7011745728469,traffic,450,40,0.8,0,0.01,0
4.70117457284689,traffic,450,40,0.8,0,0.015,0
4.63046984304661,traffic,450,40,0.9,0,0.005,0
4.63046984304663,traffic,450,40,0.9,0,0.01,0
4.63046984304661,traffic,450,40,0.9,0,0.015,0
3.85952511069912,traffic,450,60,0.1,0,0.005,0
3.85952511069912,traffic,450,60,0.1,0,0.01,0
3.85952511069913,traffic,450,60,0.1,0,0.015,0
4.08817124959331,traffic,450,60,0.2,0,0.005,0.2564
4.08817124959327,traffic,450,60,0.2,0,0.01,0.2564
4.08817124959329,traffic,450,60,0.2,0,0.015,0.2564
4.30462266795291,traffic,450,60,0.3,0,0.005,0.9295
4.30462266795297,traffic,450,60,0.3,0,0.01,0.9295
4.304622667953,traffic,450,60,0.3,0,0.015,0.9295
4.49347033956122,traffic,450,60,0.4,0,0.005,1
4.49347033956123,traffic,450,60,0.4,0,0.01,1
4.49347033956121,traffic,450,60,0.4,0,0.015,1
4.63433701495634,traffic,450,60,0.5,0,0.005,0.7692
4.6343370149564,traffic,450,60,0.5,0,0.01,0.7692
4.63433701495639,traffic,450,60,0.5,0,0.015,0.7692
4.70846426402934,traffic,450,60,0.6,0,0.005,0.2564
4.70846426402936,traffic,450,60,0.6,0,0.01,0.2564
4.70846426402935,traffic,450,60,0.6,0,0.015,0.2564
4.71427974876628,traffic,450,60,0.7,0,0.005,0.0769
4.71427974876628,traffic,450,60,0.7,0,0.01,0.0769
4.71427974876625,traffic,450,60,0.7,0,0.015,0.0769
4.67138587647815,traffic,450,60,0.8,0,0.005,0
4.67138587647814,traffic,450,60,0.8,0,0.01,0
4.67138587647815,traffic,450,60,0.8,0,0.015,0
4.6017370336502,traffic,450,60,0.9,0,0.005,0
4.60173703365022,traffic,450,60,0.9,0,0.01,0
4.6017370336502,traffic,450,60,0.9,0,0.015,0
3.86217462000123,traffic,450,80,0.1,0,0.005,0
3.86217462000123,traffic,450,80,0.1,0,0.01,0
3.86217462000122,traffic,450,80,0.1,0,0.015,0
4.090808883562,traffic,450,80,0.2,0,0.005,0.2564
4.09080888356195,traffic,450,80,0.2,0,0.01,0.2564
4.090808883562,traffic,450,80,0.2,0,0.015,0.2564
4.30723984856433,traffic,450,80,0.3,0,0.005,0.9295
4.30723984856422,traffic,450,80,0.3,0,0.01,0.9295
4.30723984856426,traffic,450,80,0.3,0,0.015,0.9295
4.49605538269169,traffic,450,80,0.4,0,0.005,1
4.49605538269169,traffic,450,80,0.4,0,0.01,1
4.4960553826917,traffic,450,80,0.4,0,0.015,1
4.63687019061256,traffic,450,80,0.5,0,0.005,0.7692
4.63687019061257,traffic,450,80,0.5,0,0.01,0.7692
4.6368701906126,traffic,450,80,0.5,0,0.015,0.7692
4.71091636417061,traffic,450,80,0.6,0,0.005,0.2564
4.7109163641706,traffic,450,80,0.6,0,0.01,0.2564
4.71091636417062,traffic,450,80,0.6,0,0.015,0.2564
4.71662950893789,traffic,450,80,0.7,0,0.005,0.0769
4.7166295089379,traffic,450,80,0.7,0,0.01,0.0769
4.71662950893791,traffic,450,80,0.7,0,0.015,0.0769
4.67363553584744,traffic,450,80,0.8,0,0.005,0
4.67363553584746,traffic,450,80,0.8,0,0.01,0
4.67363553584746,traffic,450,80,0.8,0,0.015,0
4.60389922502826,traffic,450,80,0.9,0,0.005,0
4.60389922502823,traffic,450,80,0.9,0,0.01,0
4.60389922502826,traffic,450,80,0.9,0,0.015,0
3.89503030371819,traffic,600,20,0.1,0,0.005,0
3.89503030371819,traffic,600,20,0.1,0,0.01,0
3.89503030371819,traffic,600,20,0.1,0,0.015,0
4.12342623950644,traffic,600,20,0.2,0,0.005,0.2564
4.12342623950636,traffic,600,20,0.2,0,0.01,0.2564
4.12342623950638,traffic,600,20,0.2,0,0.015,0.2564
4.33952043705664,traffic,600,20,0.3,0,0.005,0.9295
4.3395204370567,traffic,600,20,0.3,0,0.01,0.9295
4.33952043705676,traffic,600,20,0.3,0,0.015,0.9295
4.52787524062,traffic,600,20,0.4,0,0.005,1
4.52787524062,traffic,600,20,0.4,0,0.01,1
4.52787524062002,traffic,600,20,0.4,0,0.015,1
4.66799902299765,traffic,600,20,0.5,0,0.005,0.7692
4.66799902299766,traffic,600,20,0.5,0,0.01,0.7692
4.66799902299766,traffic,600,20,0.5,0,0.015,0.7692
4.74111483253525,traffic,600,20,0.6,0,0.005,0.2564
4.74111483253527,traffic,600,20,0.6,0,0.01,0.2564
4.74111483253527,traffic,600,20,0.6,0,0.015,0.2564
4.74564670788812,traffic,600,20,0.7,0,0.005,0.0769
4.74563809415823,traffic,600,20,0.7,0,0.01,0.0769
4.74563809415825,traffic,600,20,0.7,0,0.015,0.0769
4.70150183060208,traffic,600,20,0.8,0,0.005,0
4.70150183060207,traffic,600,20,0.8,0,0.01,0
4.70150183060208,traffic,600,20,0.8,0,0.015,0
4.63075690460343,traffic,600,20,0.9,0,0.005,0
4.63075690460343,traffic,600,20,0.9,0,0.01,0
4.63075690460346,traffic,600,20,0.9,0,0.015,0
3.89503030371818,traffic,600,40,0.1,0,0.005,0
3.89503030371818,traffic,600,40,0.1,0,0.01,0
3.89503030371818,traffic,600,40,0.1,0,0.015,0
4.12342623950638,traffic,600,40,0.2,0,0.005,0.2564
4.12342623950639,traffic,600,40,0.2,0,0.01,0.2564
4.12342623950639,traffic,600,40,0.2,0,0.015,0.2564
4.33952043705674,traffic,600,40,0.3,0,0.005,0.9295
4.33952043705674,traffic,600,40,0.3,0,0.01,0.9295
4.33952043705662,traffic,600,40,0.3,0,0.015,0.9295
4.52787524061999,traffic,600,40,0.4,0,0.005,1
4.52787524061999,traffic,600,40,0.4,0,0.01,1
4.52787524061999,traffic,600,40,0.4,0,0.015,1
4.66799902299764,traffic,600,40,0.5,0,0.005,0.7692
4.66799902299766,traffic,600,40,0.5,0,0.01,0.7692
4.66799902299764,traffic,600,40,0.5,0,0.015,0.7692
4.74111483253526,traffic,600,40,0.6,0,0.005,0.2564
4.74111483253526,traffic,600,40,0.6,0,0.01,0.2564
4.74111483253528,traffic,600,40,0.6,0,0.015,0.2564
4.74563809415824,traffic,600,40,0.7,0,0.005,0.0769
4.74563809415826,traffic,600,40,0.7,0,0.01,0.0769
4.74563809415823,traffic,600,40,0.7,0,0.015,0.0769
4.70150183060209,traffic,600,40,0.8,0,0.005,0
4.7015018306021,traffic,600,40,0.8,0,0.01,0
4.70150183060212,traffic,600,40,0.8,0,0.015,0
4.63075690460342,traffic,600,40,0.9,0,0.005,0
4.63075690460344,traffic,600,40,0.9,0,0.01,0
4.63075690460344,traffic,600,40,0.9,0,0.015,0
3.8598929353436,traffic,600,60,0.1,0,0.005,0
3.85989293534358,traffic,600,60,0.1,0,0.01,0
3.85989293534359,traffic,600,60,0.1,0,0.015,0
4.08857246705278,traffic,600,60,0.2,0,0.005,0.2564
4.08857246705279,traffic,600,60,0.2,0,0.01,0.2564
4.08857246705276,traffic,600,60,0.2,0,0.015,0.2564
4.30505361041066,traffic,600,60,0.3,0,0.005,0.9295
4.30505361041078,traffic,600,60,0.3,0,0.01,0.9295
4.30505361041083,traffic,600,60,0.3,0,0.015,0.9295
4.49392116888397,traffic,600,60,0.4,0,0.005,1
4.49392116888398,traffic,600,60,0.4,0,0.01,1
4.49392116888399,traffic,600,60,0.4,0,0.015,1
4.6347879562738,traffic,600,60,0.5,0,0.005,0.7692
4.63478795627378,traffic,600,60,0.5,0,0.01,0.7692
4.63478795627378,traffic,600,60,0.5,0,0.015,0.7692
4.70888695625122,traffic,600,60,0.6,0,0.005,0.2564
4.70888695625121,traffic,600,60,0.6,0,0.01,0.2564
4.70888695625121,traffic,600,60,0.6,0,0.015,0.2564
4.71465470328258,traffic,600,60,0.7,0,0.005,0.0769
4.71465470328255,traffic,600,60,0.7,0,0.01,0.0769
4.71465470328254,traffic,600,60,0.7,0,0.015,0.0769
4.67171296143018,traffic,600,60,0.8,0,0.005,0
4.67171296143021,traffic,600,60,0.8,0,0.01,0
4.67171296143021,traffic,600,60,0.8,0,0.015,0
4.60202383119597,traffic,600,60,0.9,0,0.005,0
4.60202383119597,traffic,600,60,0.9,0,0.01,0
4.60202383119594,traffic,600,60,0.9,0,0.015,0
3.86254257884241,traffic,600,80,0.1,0,0.005,0
3.86254257884242,traffic,600,80,0.1,0,0.01,0
3.8625425788424,traffic,600,80,0.1,0,0.015,0
4.09121022385295,traffic,600,80,0.2,0,0.005,0.2564
4.09121022385301,traffic,600,80,0.2,0,0.01,0.2564
4.09121022385301,traffic,600,80,0.2,0,0.015,0.2564
4.30767090342186,traffic,600,80,0.3,0,0.005,0.9295
4.30767090342182,traffic,600,80,0.3,0,0.01,0.9295
4.30767090342178,traffic,600,80,0.3,0,0.015,0.9295
4.49650631172728,traffic,600,80,0.4,0,0.005,1
4.49650631172728,traffic,600,80,0.4,0,0.01,1
4.49650631172726,traffic,600,80,0.4,0,0.015,1
4.63732121419508,traffic,600,80,0.5,0,0.005,0.7692
4.63732121419507,traffic,600,80,0.5,0,0.01,0.7692
4.63732121419508,traffic,600,80,0.5,0,0.015,0.7692
4.71133910975515,traffic,600,80,0.6,0,0.005,0.2564
4.71133910975518,traffic,600,80,0.6,0,0.01,0.2564
4.71133910975517,traffic,600,80,0.6,0,0.015,0.2564
4.71700449363524,traffic,600,80,0.7,0,0.005,0.0769
4.71700449363524,traffic,600,80,0.7,0,0.01,0.0769
4.71700449363524,traffic,600,80,0.7,0,0.015,0.0769
4.67396264564194,traffic,600,80,0.8,0,0.005,0
4.67396264564193,traffic,600,80,0.8,0,0.01,0
4.6739626456419,traffic,600,80,0.8,0,0.015,0
4.60418604998299,traffic,600,80,0.9,0,0.005,0
4.60418604998299,traffic,600,80,0.9,0,0.01,0
4.604186049983,traffic,600,80,0.9,0,0.015,0
3.89520116296786,traffic,750,20,0.1,0,0.005,0
3.89520116296786,traffic,750,20,0.1,0,0.01,0
3.89520116296785,traffic,750,20,0.1,0,0.015,0
4.12361244886199,traffic,750,20,0.2,0,0.005,0.2564
4.12361244886207,traffic,750,20,0.2,0,0.01,0.2564
4.12361244886205,traffic,750,20,0.2,0,0.015,0.2564
4.33972030716502,traffic,750,20,0.3,0,0.005,0.9295
4.33972030716494,traffic,750,20,0.3,0,0.01,0.9295
4.33972030716507,traffic,750,20,0.3,0,0.015,0.9295
4.52808421504071,traffic,750,20,0.4,0,0.005,1
4.5280842150407,traffic,750,20,0.4,0,0.01,1
4.52808421504071,traffic,750,20,0.4,0,0.015,1
4.66820791461723,traffic,750,20,0.5,0,0.005,0.7692
4.66820791461722,traffic,750,20,0.5,0,0.01,0.7692
4.66820791461722,traffic,750,20,0.5,0,0.015,0.7692
4.74131055066326,traffic,750,20,0.6,0,0.005,0.2564
4.74131055066325,traffic,750,20,0.6,0,0.01,0.2564
4.74131055066325,traffic,750,20,0.6,0,0.015,0.2564
4.74581162882325,traffic,750,20,0.7,0,0.005,0.0769
4.74581162882324,traffic,750,20,0.7,0,0.01,0.0769
4.74581162882327,traffic,750,20,0.7,0,0.015,0.0769
4.70165323031392,traffic,750,20,0.8,0,0.005,0
4.7016532303139,traffic,750,20,0.8,0,0.01,0
4.70165323031393,traffic,750,20,0.8,0,0.015,0
4.6308897124708,traffic,750,20,0.9,0,0.005,0
4.6308897124708,traffic,750,20,0.9,0,0.01,0
4.63088971247081,traffic,750,20,0.9,0,0.015,0
3.89520116296785,traffic,750,40,0.1,0,0.005,0
3.89520116296785,traffic,750,40,0.1,0,0.01,0
3.89520116296786,traffic,750,40,0.1,0,0.015,0
4.12361244886203,traffic,750,40,0.2,0,0.005,0.2564
4.12361244886201,traffic,750,40,0.2,0,0.01,0.2564
4.12361244886202,traffic,750,40,0.2,0,0.015,0.2564
4.3397203071651,traffic,750,40,0.3,0,0.005,0.9295
4.33972030716503,traffic,750,40,0.3,0,0.01,0.9295
4.33972030716494,traffic,750,40,0.3,0,0.015,0.9295
4.52808421504073,traffic,750,40,0.4,0,0.005,1
